row_number,mth,Dint,age,female,male,Dtol,div,Dkli,Dmco,Dmco1,Dmco2,Dmco3,cov,TI,QI,MCI,GIS
667,2020-09,0,22,346,"1,205",0,15,0,0,0,0,0,63,,,,
668,2020-09,0,23,632,"2,010",1,17,0,0,0,0,0,63,,,,
669,2020-09,0,24,891,"2,625",1,17,0,0,0,0,0,63,,,,
670,2020-09,0,25,"1,132","3,297",1,17,0,0,0,0,0,63,,,,
671,2020-09,0,26,"1,489","3,976",1,17,0,0,0,0,0,63,,,,
672,2020-09,0,27,"1,615","4,491",1,16,0,0,0,0,0,63,,,,
673,2020-09,0,28,"1,828","4,741",0,16,0,0,0,0,0,63,,,,
674,2020-09,1,29,"2,033","5,137",1,18,0,0,0,0,0,63,,,,
675,2020-09,1,30,"2,128","5,525",1,18,0,0,0,0,0,63,,,,
676,2020-09,1,31,"1,996","5,033",0,17,0,0,0,0,0,63,,,,
677,2020-09,1,32,"2,602","6,449",0,18,0,0,0,0,0,63,,,,
678,2020-09,1,33,"2,329","5,543",1,18,0,0,0,0,0,63,,,,
679,2020-09,1,34,"2,348","5,499",0,18,0,0,0,0,0,63,,,,
680,2020-09,1,35,"2,757","6,001",0,17,0,0,0,0,0,63,,,,
681,2020-09,1,36,"2,576","5,665",0,18,0,0,0,0,0,63,,,,
682,2020-09,1,37,"2,667","5,246",0,18,0,0,0,0,0,63,,,,
683,2020-09,1,38,"2,581","5,461",0,16,0,0,0,0,0,63,,,,
684,2020-09,1,39,"2,650","5,153",0,18,0,0,0,0,0,63,,,,
685,2020-09,1,40,"2,513","4,932",0,16,0,0,0,0,0,63,,,,
686,2020-09,1,41,"2,587","4,913",0,18,0,0,0,0,0,63,,,,
687,2020-09,1,42,"2,589","4,560",0,18,0,0,0,0,0,63,,,,
688,2020-09,1,43,"2,519","4,401",0,16,0,0,0,0,0,63,,,,
689,2020-09,1,44,"2,769","4,656",0,16,0,0,0,0,0,63,,,,
690,2020-09,1,45,"2,502","4,286",0,16,0,0,0,0,0,63,,,,
691,2020-09,1,46,"2,547","4,172",0,15,0,0,0,0,0,63,,,,
692,2020-09,1,47,"2,500","4,201",0,17,0,0,0,0,0,63,,,,
693,2020-09,1,48,"2,532","4,056",0,17,0,0,0,0,0,63,,,,
694,2020-09,1,49,"2,442","4,028",0,17,0,0,0,0,0,63,,,,
695,2020-09,1,50,"2,350","3,970",0,18,0,0,0,0,0,63,,,,
696,2020-09,1,51,"2,161","3,487",0,16,0,0,0,0,0,63,,,,
697,2020-09,0,52,"2,117","3,421",0,16,0,0,0,0,0,63,,,,
698,2020-09,0,53,"2,077","3,262",0,16,0,0,0,0,0,63,,,,
699,2020-09,0,54,"1,971","3,313",0,18,0,0,0,0,0,63,,,,
700,2020-09,0,55,"1,989","3,390",0,17,0,0,0,0,0,63,,,,
701,2020-09,1,56,"2,041","3,332",0,15,0,0,0,0,0,63,,,,
702,2020-09,0,57,"1,897","3,349",0,17,0,0,0,0,0,63,,,,
703,2020-09,0,58,"1,909","3,081",0,17,0,0,0,0,0,63,,,,
704,2020-09,0,59,"1,865","2,984",0,18,0,0,0,0,0,63,,,,
705,2020-09,0,60,"1,724","2,911",0,17,0,0,0,0,0,63,,,,
706,2020-09,0,61,"1,523","2,752",0,17,0,0,0,0,0,63,,,,
707,2020-09,0,62,"1,546","2,652",0,16,0,0,0,0,0,63,,,,
708,2020-09,0,63,"1,456","2,429",0,17,0,0,0,0,0,63,,,,
709,2020-09,0,64,"1,324","2,420",0,17,0,0,0,0,0,63,,,,
710,2020-09,0,65,"1,238","2,236",0,16,0,0,0,0,0,63,,,,
711,2020-09,0,66,"1,116","1,998",0,16,0,0,0,0,0,63,,,,
712,2020-09,0,67,"1,112","1,955",0,15,0,0,0,0,0,63,,,,
713,2020-09,0,68,996,"1,702",0,15,0,0,0,0,0,63,,,,
714,2020-09,0,69,844,"1,461",0,15,0,0,0,0,0,63,,,,
715,2020-09,0,70,783,"1,447",0,16,0,0,0,0,0,63,,,,
716,2020-09,0,71,700,"1,344",1,16,0,0,0,0,0,63,,,,
717,2020-09,0,72,684,"1,293",0,14,0,0,0,0,0,63,,,,
718,2020-09,0,73,662,"1,204",0,15,0,0,0,0,0,63,,,,
719,2020-09,0,74,561,989,0,16,0,0,0,0,0,63,,,,
720,2020-09,0,75,331,653,0,14,0,0,0,0,0,63,,,,
721,2020-09,0,76,387,638,0,14,0,0,0,0,0,63,,,,
722,2020-09,0,77,316,708,0,14,0,0,0,0,0,63,,,,
723,2020-09,0,78,271,521,0,14,0,0,0,0,0,63,,,,
724,2020-09,0,79,251,556,0,14,0,0,0,0,0,63,,,,
725,2020-09,0,80,182,441,0,13,0,0,0,0,0,63,,,,
726,2020-09,0,81,164,437,0,14,0,0,0,0,0,63,,,,
727,2020-09,0,82,129,305,0,14,0,0,0,0,0,63,,,,
728,2020-09,0,83,94,198,0,13,0,0,0,0,0,63,,,,
729,2020-09,0,84,64,146,0,13,0,0,0,0,0,63,,,,
730,2020-09,0,85,70,109,0,14,0,0,0,0,0,63,,,,
731,2020-09,0,86,46,82,0,13,0,0,0,0,0,63,,,,
732,2020-09,0,87,45,57,0,13,0,0,0,0,0,63,,,,
733,2020-09,0,88,20,46,0,13,0,0,0,0,0,63,,,,
734,2020-09,0,89,14,48,0,14,0,0,0,0,0,63,,,,
735,2020-09,0,90,18,33,0,13,0,0,0,0,0,63,,,,
736,2020-09,0,91,6,22,0,13,0,0,0,0,0,63,,,,
737,2020-09,0,92,8,10,0,12,0,0,0,0,0,63,,,,
738,2020-09,0,93,4,3,0,7,0,0,0,0,0,63,,,,
739,2020-09,0,94,5,1,0,9,0,0,0,0,0,63,,,,
740,2020-09,0,95,6,3,1,9,0,0,0,0,0,63,,,,
741,2020-09,0,96,4,2,0,7,0,0,0,0,0,63,,,,
742,2020-09,0,97,1,2,0,3,0,0,0,0,0,63,,,,
743,2020-09,0,98,1,2,0,9,0,0,0,0,0,63,,,,
744,2020-09,0,100,1,0,0,3,0,0,0,0,0,63,,,,
745,2020-10,0,18,40,101,0,13,1,0,0,0,0,656,,,,
746,2020-10,0,19,131,314,0,14,1,0,0,0,0,656,,,,
747,2020-10,0,20,234,649,0,14,1,0,0,0,0,656,,,,
748,2020-10,0,21,279,947,0,16,1,0,0,0,0,656,,,,
749,2020-10,0,22,408,"1,240",1,16,1,0,0,0,0,656,,,,
750,2020-10,0,23,648,"2,005",1,16,1,0,0,0,0,656,,,,
751,2020-10,0,24,890,"2,596",1,16,1,0,0,0,0,656,,,,
752,2020-10,0,25,"1,186","3,153",1,16,1,0,0,0,0,656,,,,
753,2020-10,0,26,"1,481","3,829",1,17,1,0,0,0,0,656,,,,
754,2020-10,0,27,"1,642","4,343",1,16,1,0,0,0,0,656,,,,
755,2020-10,0,28,"1,803","4,586",0,16,1,0,0,0,0,656,,,,
756,2020-10,1,29,"1,988","4,985",0,16,1,0,0,0,0,656,,,,
757,2020-10,1,30,"2,137","5,333",1,17,1,0,0,0,0,656,,,,
758,2020-10,1,31,"1,968","4,769",0,16,1,0,0,0,0,656,,,,
759,2020-10,1,32,"2,547","6,169",0,18,1,0,0,0,0,656,,,,
760,2020-10,1,33,"2,229","5,229",0,16,1,0,0,0,0,656,,,,
761,2020-10,1,34,"2,291","5,258",0,16,1,0,0,0,0,656,,,,
762,2020-10,1,35,"2,686","5,748",0,18,1,0,0,0,0,656,,,,
763,2020-10,1,36,"2,509","5,384",0,19,1,0,0,0,0,656,,,,
764,2020-10,1,37,"2,591","4,977",0,18,1,0,0,0,0,656,,,,
765,2020-10,1,38,"2,549","5,200",0,17,1,0,0,0,0,656,,,,
766,2020-10,1,39,"2,607","4,960",0,17,1,0,0,0,0,656,,,,
767,2020-10,1,40,"2,461","4,812",0,17,1,0,0,0,0,656,,,,
768,2020-10,1,41,"2,481","4,646",0,16,1,0,0,0,0,656,,,,
769,2020-10,1,42,"2,556","4,431",0,16,1,0,0,0,0,656,,,,
770,2020-10,1,43,"2,461","4,200",0,17,1,0,0,0,0,656,,,,
771,2020-10,1,44,"2,736","4,537",0,17,1,0,0,0,0,656,,,,
772,2020-10,1,45,"2,459","4,106",0,17,1,0,0,0,0,656,,,,
773,2020-10,1,46,"2,522","3,999",0,17,1,0,0,0,0,656,,,,
774,2020-10,1,47,"2,424","4,097",0,17,1,0,0,0,0,656,,,,
775,2020-10,1,48,"2,476","3,943",0,17,1,0,0,0,0,656,,,,
776,2020-10,1,49,"2,481","3,932",0,17,1,0,0,0,0,656,,,,
777,2020-10,1,50,"2,292","3,853",0,18,1,0,0,0,0,656,,,,
778,2020-10,1,51,"2,194","3,381",0,17,1,0,0,0,0,656,,,,
779,2020-10,0,52,"2,103","3,322",0,17,1,0,0,0,0,656,,,,
780,2020-10,0,53,"2,057","3,135",0,17,1,0,0,0,0,656,,,,
781,2020-10,0,54,"1,974","3,187",0,17,1,0,0,0,0,656,,,,
782,2020-10,1,55,"1,971","3,359",0,16,1,0,0,0,0,656,,,,
783,2020-10,1,56,"2,013","3,258",0,17,1,0,0,0,0,656,,,,
784,2020-10,0,57,"1,885","3,271",0,17,1,0,0,0,0,656,,,,
785,2020-10,0,58,"1,881","2,941",0,16,1,0,0,0,0,656,,,,
786,2020-10,0,59,"1,906","2,864",0,17,1,0,0,0,0,656,,,,
787,2020-10,0,60,"1,730","2,852",0,16,1,0,0,0,0,656,,,,
788,2020-10,0,61,"1,511","2,722",0,17,1,0,0,0,0,656,,,,
789,2020-10,0,62,"1,519","2,580",0,15,1,0,0,0,0,656,,,,
790,2020-10,0,63,"1,452","2,389",0,16,1,0,0,0,0,656,,,,
791,2020-10,0,64,"1,333","2,353",0,17,1,0,0,0,0,656,,,,
792,2020-10,0,65,"1,210","2,185",0,14,1,0,0,0,0,656,,,,
793,2020-10,0,66,"1,138","1,954",0,17,1,0,0,0,0,656,,,,
794,2020-10,0,67,"1,102","1,907",0,16,1,0,0,0,0,656,,,,
795,2020-10,0,68,997,"1,705",0,16,1,0,0,0,0,656,,,,
796,2020-10,0,69,830,"1,435",0,15,1,0,0,0,0,656,,,,
797,2020-10,0,70,807,"1,409",0,16,1,0,0,0,0,656,,,,
798,2020-10,0,71,729,"1,335",1,16,1,0,0,0,0,656,,,,
799,2020-10,0,72,677,"1,249",0,16,1,0,0,0,0,656,,,,
800,2020-10,0,73,643,"1,165",0,15,1,0,0,0,0,656,,,,
801,2020-10,0,74,558,981,0,15,1,0,0,0,0,656,,,,
802,2020-10,0,75,297,627,0,15,1,0,0,0,0,656,,,,
803,2020-10,0,76,387,620,0,13,1,0,0,0,0,656,,,,
804,2020-10,0,77,306,668,0,14,1,0,0,0,0,656,,,,
805,2020-10,0,78,267,492,0,14,1,0,0,0,0,656,,,,
806,2020-10,0,79,249,531,0,14,1,0,0,0,0,656,,,,
807,2020-10,0,80,204,390,0,14,1,0,0,0,0,656,,,,
808,2020-10,0,81,155,431,0,14,1,0,0,0,0,656,,,,
809,2020-10,0,82,136,294,0,14,1,0,0,0,0,656,,,,
810,2020-10,0,83,98,202,0,13,1,0,0,0,0,656,,,,
811,2020-10,0,84,86,151,0,13,1,0,0,0,0,656,,,,
812,2020-10,0,85,75,104,0,14,1,0,0,0,0,656,,,,
813,2020-10,0,86,49,96,0,13,1,0,0,0,0,656,,,,
814,2020-10,0,87,42,54,0,13,1,0,0,0,0,656,,,,
815,2020-10,0,88,17,41,0,13,1,0,0,0,0,656,,,,
816,2020-10,0,89,17,42,0,14,1,0,0,0,0,656,,,,
817,2020-10,0,90,12,29,0,12,1,0,0,0,0,656,,,,
818,2020-10,0,91,17,15,0,13,1,0,0,0,0,656,,,,
819,2020-10,0,92,6,15,0,11,1,0,0,0,0,656,,,,
820,2020-10,0,93,3,4,0,7,1,0,0,0,0,656,,,,
821,2020-10,0,94,3,3,0,9,1,0,0,0,0,656,,,,
822,2020-10,0,95,6,4,0,10,1,0,0,0,0,656,,,,
823,2020-10,0,96,4,5,0,9,1,0,0,0,0,656,,,,
824,2020-10,0,97,0,1,0,1,1,0,0,0,0,656,,,,
825,2020-10,0,98,1,1,0,5,1,0,0,0,0,656,,,,
826,2020-10,0,100,1,0,0,1,1,0,0,0,0,656,,,,
827,2020-11,0,18,53,144,1,15,1,0,0,0,0,1138,,,,
828,2020-11,0,19,144,395,0,15,1,0,0,0,0,1138,,,,
829,2020-11,0,20,309,839,1,15,1,0,0,0,0,1138,,,,
830,2020-11,0,21,332,"1,160",1,15,1,0,0,0,0,1138,,,,
831,2020-11,0,22,476,"1,547",0,16,1,0,0,0,0,1138,,,,
832,2020-11,0,23,802,"2,341",1,17,1,0,0,0,0,1138,,,,
833,2020-11,0,24,"1,058","3,122",1,17,1,0,0,0,0,1138,,,,
834,2020-11,0,25,"1,366","3,789",1,16,1,0,0,0,0,1138,,,,
835,2020-11,0,26,"1,749","4,601",1,17,1,0,0,0,0,1138,,,,
836,2020-11,0,27,"1,925","5,117",1,18,1,0,0,0,0,1138,,,,
837,2020-11,0,28,"2,084","5,286",0,17,1,0,0,0,0,1138,,,,
838,2020-11,1,29,"2,233","5,672",1,18,1,0,0,0,0,1138,,,,
839,2020-11,1,30,"2,452","6,288",1,18,1,0,0,0,0,1138,,,,
840,2020-11,1,31,"2,256","5,573",1,18,1,0,0,0,0,1138,,,,
841,2020-11,1,32,"2,900","7,181",1,17,1,0,0,0,0,1138,,,,
842,2020-11,1,33,"2,599","6,063",0,17,1,0,0,0,0,1138,,,,
843,2020-11,1,34,"2,671","6,193",0,17,1,0,0,0,0,1138,,,,
844,2020-11,1,35,"3,176","6,599",0,17,1,0,0,0,0,1138,,,,
845,2020-11,1,36,"2,975","6,215",0,20,1,0,0,0,0,1138,,,,
846,2020-11,1,37,"3,022","5,790",0,18,1,0,0,0,0,1138,,,,
847,2020-11,1,38,"2,951","5,989",0,19,1,0,0,0,0,1138,,,,
848,2020-11,1,39,"2,987","5,714",0,18,1,0,0,0,0,1138,,,,
849,2020-11,1,40,"2,871","5,543",1,17,1,0,0,0,0,1138,,,,
850,2020-11,1,41,"2,919","5,327",0,19,1,0,0,0,0,1138,,,,
851,2020-11,1,42,"2,956","5,064",0,18,1,0,0,0,0,1138,,,,
852,2020-11,1,43,"2,789","4,837",0,17,1,0,0,0,0,1138,,,,
853,2020-11,1,44,"3,151","5,194",0,18,1,0,0,0,0,1138,,,,
854,2020-11,1,45,"2,850","4,746",0,18,1,0,0,0,0,1138,,,,
855,2020-11,1,46,"2,887","4,614",0,17,1,0,0,0,0,1138,,,,
856,2020-11,1,47,"2,854","4,680",0,18,1,0,0,0,0,1138,,,,
857,2020-11,1,48,"2,922","4,487",1,18,1,0,0,0,0,1138,,,,
858,2020-11,1,49,"2,869","4,467",0,17,1,0,0,0,0,1138,,,,
859,2020-11,1,50,"2,649","4,372",0,17,1,0,0,0,0,1138,,,,
860,2020-11,1,51,"2,523","3,892",0,18,1,0,0,0,0,1138,,,,
861,2020-11,0,52,"2,361","3,832",0,17,1,0,0,0,0,1138,,,,
862,2020-11,0,53,"2,327","3,615",0,18,1,0,0,0,0,1138,,,,
863,2020-11,0,54,"2,246","3,623",0,18,1,0,0,0,0,1138,,,,
864,2020-11,1,55,"2,298","3,848",0,16,1,0,0,0,0,1138,,,,
865,2020-11,1,56,"2,345","3,694",0,17,1,0,0,0,0,1138,,,,
866,2020-11,0,57,"2,137","3,654",0,16,1,0,0,0,0,1138,,,,
867,2020-11,0,58,"2,206","3,414",0,16,1,0,0,0,0,1138,,,,
868,2020-11,0,59,"2,118","3,269",0,17,1,0,0,0,0,1138,,,,
869,2020-11,0,60,"1,954","3,254",0,16,1,0,0,0,0,1138,,,,
870,2020-11,0,61,"1,773","3,009",0,17,1,0,0,0,0,1138,,,,
871,2020-11,0,62,"1,740","2,894",0,17,1,0,0,0,0,1138,,,,
872,2020-11,0,63,"1,632","2,673",0,18,1,0,0,0,0,1138,,,,
873,2020-11,0,64,"1,511","2,666",0,17,1,0,0,0,0,1138,,,,
874,2020-11,0,65,"1,378","2,450",0,18,1,0,0,0,0,1138,,,,
875,2020-11,0,66,"1,324","2,248",0,17,1,0,0,0,0,1138,,,,
876,2020-11,0,67,"1,272","2,128",0,16,1,0,0,0,0,1138,,,,
877,2020-11,0,68,"1,103","1,910",0,16,1,0,0,0,0,1138,,,,
878,2020-11,0,69,935,"1,579",0,16,1,0,0,0,0,1138,,,,
879,2020-11,0,70,862,"1,521",0,16,1,0,0,0,0,1138,,,,
880,2020-11,0,71,799,"1,508",1,16,1,0,0,0,0,1138,,,,
881,2020-11,0,72,759,"1,394",0,15,1,0,0,0,0,1138,,,,
882,2020-11,0,73,720,"1,285",0,14,1,0,0,0,0,1138,,,,
883,2020-11,0,74,628,"1,089",0,16,1,0,0,0,0,1138,,,,
884,2020-11,0,75,342,697,0,14,1,0,0,0,0,1138,,,,
885,2020-11,0,76,416,671,0,14,1,0,0,0,0,1138,,,,
886,2020-11,0,77,343,741,0,14,1,0,0,0,0,1138,,,,
887,2020-11,0,78,307,556,0,14,1,0,0,0,0,1138,,,,
888,2020-11,0,79,274,602,0,15,1,0,0,0,0,1138,,,,
889,2020-11,0,80,214,440,0,15,1,0,0,0,0,1138,,,,
890,2020-11,0,81,169,456,0,13,1,0,0,0,0,1138,,,,
891,2020-11,0,82,159,323,0,14,1,0,0,0,0,1138,,,,
892,2020-11,0,83,116,208,0,13,1,0,0,0,0,1138,,,,
893,2020-11,0,84,89,179,1,13,1,0,0,0,0,1138,,,,
894,2020-11,0,85,91,131,1,15,1,0,0,0,0,1138,,,,
895,2020-11,0,86,52,107,0,13,1,0,0,0,0,1138,,,,
896,2020-11,0,87,50,64,1,13,1,0,0,0,0,1138,,,,
897,2020-11,0,88,22,51,0,13,1,0,0,0,0,1138,,,,
898,2020-11,0,89,18,54,0,13,1,0,0,0,0,1138,,,,
899,2020-11,0,90,16,42,0,12,1,0,0,0,0,1138,,,,
900,2020-11,0,91,9,17,0,13,1,0,0,0,0,1138,,,,
901,2020-11,0,92,12,15,0,13,1,0,0,0,0,1138,,,,
902,2020-11,0,93,3,6,0,9,1,0,0,0,0,1138,,,,
903,2020-11,0,94,4,3,1,10,1,0,0,0,0,1138,,,,
904,2020-11,0,95,5,5,0,12,1,0,0,0,0,1138,,,,
905,2020-11,0,96,6,5,0,11,1,0,0,0,0,1138,,,,
906,2020-11,0,97,0,1,0,1,1,0,0,0,0,1138,,,,
907,2020-11,0,98,2,1,0,7,1,0,0,0,0,1138,,,,
908,2020-11,0,100,1,0,0,2,1,0,0,0,0,1138,,,,
909,2020-11,0,103,0,1,0,1,1,0,0,0,0,1138,,,,
910,2020-12,0,18,88,181,0,14,0,0,0,0,0,1526,,,,
911,2020-12,0,19,187,472,0,15,0,0,0,0,0,1526,,,,
912,2020-12,0,20,322,919,0,15,0,0,0,0,0,1526,,,,
913,2020-12,0,21,388,"1,333",0,14,0,0,0,0,0,1526,,,,
914,2020-12,0,22,543,"1,681",0,15,0,0,0,0,0,1526,,,,
915,2020-12,0,23,859,"2,545",0,16,0,0,0,0,0,1526,,,,
916,2020-12,0,24,"1,182","3,382",0,16,0,0,0,0,0,1526,,,,
917,2020-12,0,25,"1,432","3,987",0,18,0,0,0,0,0,1526,,,,
918,2020-12,0,26,"1,871","4,846",0,17,0,0,0,0,0,1526,,,,
919,2020-12,0,27,"2,068","5,400",0,17,0,0,0,0,0,1526,,,,
920,2020-12,0,28,"2,213","5,618",0,16,0,0,0,0,0,1526,,,,
921,2020-12,1,29,"2,333","6,065",0,18,0,0,0,0,0,1526,,,,
922,2020-12,1,30,"2,622","6,552",0,18,0,0,0,0,0,1526,,,,
923,2020-12,1,31,"2,394","5,866",0,17,0,0,0,0,0,1526,,,,
924,2020-12,1,32,"3,090","7,421",0,17,0,0,0,0,0,1526,,,,
925,2020-12,1,33,"2,699","6,411",0,17,0,0,0,0,0,1526,,,,
926,2020-12,1,34,"2,817","6,477",0,17,0,0,0,0,0,1526,,,,
927,2020-12,1,35,"3,317","6,988",0,17,0,0,0,0,0,1526,,,,
928,2020-12,1,36,"3,127","6,603",0,19,0,0,0,0,0,1526,,,,
929,2020-12,1,37,"3,209","6,089",0,19,0,0,0,0,0,1526,,,,
930,2020-12,1,38,"3,177","6,325",0,18,0,0,0,0,0,1526,,,,
931,2020-12,1,39,"3,264","6,053",0,17,0,0,0,0,0,1526,,,,
932,2020-12,1,40,"3,077","5,799",0,17,0,0,0,0,0,1526,,,,
933,2020-12,1,41,"3,050","5,583",0,17,0,0,0,0,0,1526,,,,
934,2020-12,1,42,"3,157","5,292",0,17,0,0,0,0,0,1526,,,,
935,2020-12,1,43,"3,002","5,055",0,17,0,0,0,0,0,1526,,,,
936,2020-12,1,44,"3,389","5,534",0,17,0,0,0,0,0,1526,,,,
937,2020-12,1,45,"3,124","4,995",0,18,0,0,0,0,0,1526,,,,
938,2020-12,1,46,"3,055","4,940",0,17,0,0,0,0,0,1526,,,,
939,2020-12,1,47,"3,004","4,989",0,17,0,0,0,0,0,1526,,,,
940,2020-12,1,48,"3,100","4,781",0,18,0,0,0,0,0,1526,,,,
941,2020-12,1,49,"3,090","4,805",0,18,0,0,0,0,0,1526,,,,
942,2020-12,1,50,"2,860","4,658",0,17,0,0,0,0,0,1526,,,,
943,2020-12,1,51,"2,694","4,148",0,18,0,0,0,0,0,1526,,,,
944,2020-12,1,52,"2,562","4,003",0,17,0,0,0,0,0,1526,,,,
945,2020-12,0,53,"2,524","3,888",0,18,0,0,0,0,0,1526,,,,
946,2020-12,0,54,"2,418","3,859",0,18,0,0,0,0,0,1526,,,,
947,2020-12,1,55,"2,514","4,085",0,16,0,0,0,0,0,1526,,,,
948,2020-12,1,56,"2,585","3,971",0,17,0,0,0,0,0,1526,,,,
949,2020-12,0,57,"2,302","3,949",0,16,0,0,0,0,0,1526,,,,
950,2020-12,0,58,"2,427","3,714",0,17,0,0,0,0,0,1526,,,,
951,2020-12,0,59,"2,268","3,514",0,17,0,0,0,0,0,1526,,,,
952,2020-12,0,60,"2,142","3,534",0,17,0,0,0,0,0,1526,,,,
953,2020-12,0,61,"1,940","3,263",0,17,0,0,0,0,0,1526,,,,
954,2020-12,0,62,"1,901","3,104",0,17,0,0,0,0,0,1526,,,,
955,2020-12,0,63,"1,815","2,948",0,17,0,0,0,0,0,1526,,,,
956,2020-12,0,64,"1,687","2,918",0,17,0,0,0,0,0,1526,,,,
957,2020-12,0,65,"1,556","2,659",0,17,0,0,0,0,0,1526,,,,
958,2020-12,0,66,"1,416","2,447",0,15,0,0,0,0,0,1526,,,,
959,2020-12,0,67,"1,395","2,347",0,14,0,0,0,0,0,1526,,,,
960,2020-12,0,68,"1,225","2,104",0,18,0,0,0,0,0,1526,,,,
961,2020-12,0,69,"1,030","1,792",0,16,0,0,0,0,0,1526,,,,
962,2020-12,0,70,995,"1,747",0,16,0,0,0,0,0,1526,,,,
963,2020-12,0,71,946,"1,661",0,16,0,0,0,0,0,1526,,,,
964,2020-12,0,72,878,"1,517",0,15,0,0,0,0,0,1526,,,,
965,2020-12,0,73,806,"1,431",0,14,0,0,0,0,0,1526,,,,
966,2020-12,0,74,736,"1,221",0,15,0,0,0,0,0,1526,,,,
967,2020-12,0,75,405,785,0,14,0,0,0,0,0,1526,,,,
968,2020-12,0,76,495,775,0,14,0,0,0,0,0,1526,,,,
969,2020-12,0,77,411,874,0,15,0,0,0,0,0,1526,,,,
970,2020-12,0,78,369,623,0,14,0,0,0,0,0,1526,,,,
971,2020-12,0,79,303,668,0,15,0,0,0,0,0,1526,,,,
972,2020-12,0,80,278,539,0,13,0,0,0,0,0,1526,,,,
973,2020-12,0,81,208,526,0,14,0,0,0,0,0,1526,,,,
974,2020-12,0,82,173,370,0,14,0,0,0,0,0,1526,,,,
975,2020-12,0,83,128,230,0,13,0,0,0,0,0,1526,,,,
976,2020-12,0,84,114,198,0,13,0,0,0,0,0,1526,,,,
977,2020-12,0,85,98,153,0,14,0,0,0,0,0,1526,,,,
978,2020-12,0,86,61,103,0,13,0,0,0,0,0,1526,,,,
979,2020-12,0,87,55,77,0,13,0,0,0,0,0,1526,,,,
980,2020-12,0,88,33,47,0,12,0,0,0,0,0,1526,,,,
981,2020-12,0,89,24,52,0,12,0,0,0,0,0,1526,,,,
982,2020-12,0,90,19,44,0,12,0,0,0,0,0,1526,,,,
983,2020-12,0,91,6,26,0,13,0,0,0,0,0,1526,,,,
984,2020-12,0,92,12,19,0,13,0,0,0,0,0,1526,,,,
985,2020-12,0,93,4,6,0,9,0,0,0,0,0,1526,,,,
